STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Kartacs utca,XIII,48,2,574.0,6.0,3.0,,5.0,1.0,6.0,1.0,1,4.0,76.0,1,,street,5.0,,0.0,1.0,0.0,not allowed,0,
 Romer Floris utca,II,66,3,1481.0,5.0,3.0,,0.0,,,,0,2.0,0.0,0,,garden,40.0,,,1.0,,,1,
 Vasvari Pal utca,VI,52,2,846.0,5.0,3.0,,0.5,,2.0,,0,4.0,136.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Szepvolgyi ut,III,88,3,1102.0,5.0,3.0,15,1.0,1.0,4.0,1.0,0,,0.0,0,south,garden,12.0,0.0,0.0,1.0,,,0,
 Tolnai Lajos utca,VIII,40,1,438.0,6.0,3.0,,3.0,1.0,6.0,1.0,0,4.0,60.0,0,,garden,4.0,,,1.0,,,0,
 Logodi utca 33.,I,65,3,903.0,5.0,5.0,18,2.0,,3.0,2.0,1,4.0,0.0,0,,panoramic,2.0,1.0,1.0,1.0,0.0,not allowed,,
 Uszodaru utca,XIII,72,2,649.0,5.0,3.0,,8.0,1.0,9.0,,0,,0.0,1,,panoramic,13.0,,,,,,0,
 Solyater utca,XIII,50,2,755.0,6.0,3.0,,6.0,1.0,,,1,1.0,121.0,0,west,garden,16.0,0.0,,1.0,,not allowed,0,
 Fejer Gyorgy utca,V,40,1,453.0,5.0,3.0,,1.0,1.0,4.0,2.0,0,4.0,60.0,0,,street,0.0,,,1.0,,,,
 Somogyi Bela utca 17.,VIII,40,1,408.0,5.0,3.0,,2.0,1.0,3.0,2.0,0,4.0,88.0,1,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Hernad utca,VII,70,2,604.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,3.0,0.0,0,east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Balazs park,XIV,52,2,453.0,4.0,3.0,,3.0,0.0,5.0,2.0,1,1.0,106.0,0,south-east,street,4.0,,0.0,1.0,0.0,not allowed,1,
 Terez korut,VI,140,3,1329.0,4.0,3.0,,2.0,1.0,4.0,2.0,0,1.0,121.0,0,south,street,2.0,0.0,0.0,0.0,0.0,not allowed,0,
 Egressy ut,XIV,27,1,393.0,5.0,3.0,,0.0,0.0,,1.0,0,4.0,0.0,0,,street,0.0,1.0,,1.0,1.0,not allowed,0,
 Olt utca,XI,68,3,1682.0,6.0,3.0,,,,2.0,,1,4.0,0.0,0,,garden,35.0,1.0,,1.0,,,1,
 Gellerthegy,XI,82,1,785.0,5.0,4.0,,1.0,1.0,4.0,,1,4.0,0.0,0,,,6.0,,,1.0,,,0,
 Csata utca,XIII,82,2,816.0,6.0,3.0,16,2.0,1.0,8.0,1.0,0,4.0,30.0,1,south-east,court,7.0,0.0,0.0,1.0,0.0,,,
 Nepfurdo utca,XIII,40,1,453.0,5.0,3.0,,1.0,1.0,9.0,1.0,1,4.0,121.0,1,south,garden,5.0,0.0,0.0,1.0,0.0,not allowed,,
 Attila ut,I,100,3,1027.0,5.0,3.0,,0.5,1.0,4.0,,1,4.0,76.0,0,,street,3.0,,,1.0,1.0,,0,
 Bajcsy-Zsilinszky koz,VI,74,3,1269.0,,,,,,,,0,,199.0,0,,,4.0,,,,,,,
 Kiraly utca 57.,VII,56,2,601.0,5.0,4.0,,2.0,0.0,,,0,4.0,48.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Karinthy Frigyes ut,XI,85,3,812.0,5.0,4.0,,3.0,1.0,4.0,2.0,0,1.0,0.0,0,south-east,street,9.0,,0.0,,0.0,not allowed,0,
 Kiraly utca,VI,115,5,1481.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,0.0,0,,street,0.0,0.0,1.0,1.0,,,0,
 Vigyazo Ferenc utca,V,76,3,1389.0,5.0,4.0,,1.0,1.0,4.0,2.0,1,4.0,181.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,0,
 Vermezo ut,I,85,3,1057.0,4.0,4.0,,4.0,1.0,4.0,2.0,1,1.0,0.0,0,,panoramic,10.0,,0.0,1.0,1.0,,0,
 Dohany utca,VII,47,2,604.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,south-west,garden,0.0,0.0,,1.0,0.0,not allowed,0,
 Mozsar utca,VI,78,3,1057.0,5.0,3.0,,3.0,0.0,3.0,1.0,1,4.0,0.0,0,,,6.0,0.0,0.0,1.0,,,,
 Meder utca 8.,XIII,48,1,664.0,5.0,,,4.0,1.0,8.0,,1,2.0,211.0,0,,panoramic,14.0,0.0,,1.0,1.0,,0,
 Bajcsy-Zsilinszky ut 17.,VI,60,2,544.0,5.0,4.0,,3.0,1.0,,,0,4.0,60.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Podmaniczky utca 4.,VI,81,3,664.0,4.0,3.0,,3.0,1.0,3.0,2.0,0,1.0,0.0,0,,street,0.0,,0.0,,,,0,
 Liszt Ferenc ter,VI,160,4,1359.0,5.0,,,4.0,1.0,4.0,,0,3.0,151.0,0,,street,0.0,,,1.0,,,,
 Verhalom utca,II,147,5,2486.0,4.0,3.0,,3.0,1.0,,,0,1.0,0.0,0,,panoramic,25.0,,,1.0,,,1,
 Kiraly utca,VI,125,3,2538.0,6.0,3.0,,5.0,1.0,5.0,,1,4.0,0.0,0,,,0.0,0.0,1.0,1.0,,,,
 Kozepso-Erzsebetvaros,VII,37,1,423.0,,3.0,,1.0,0.0,3.0,2.0,0,4.0,0.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,,
 Bajcsy-Zsilinszky ut,VI,57,2,1586.0,5.0,5.0,,8.0,1.0,8.0,1.0,1,4.0,121.0,0,,panoramic,0.0,0.0,1.0,1.0,0.0,not allowed,0,
 Dohany utca,VII,60,2,649.0,5.0,3.0,,4.0,1.0,4.0,2.0,0,1.0,39.0,0,east,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Damjanich utca,VII,68,2,695.0,5.0,3.0,,1.0,1.0,3.0,,0,4.0,72.0,0,,street,0.0,0.0,,1.0,0.0,,0,
 Volkmann utca,II,51,2,423.0,4.0,3.0,,0.5,,4.0,1.0,0,3.0,0.0,0,south-west,garden,7.0,,0.0,1.0,1.0,,1,
 Rozsa utca 62.,VI,125,4,1534.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,121.0,0,,panoramic,0.0,,,1.0,,,,
 Noegylet utca,I,73,2,1058.0,4.0,3.0,,0.0,,3.0,,0,4.0,0.0,0,,panoramic,0.0,0.0,0.0,1.0,,,,
 Nemetvolgy,XII,110,4,1904.0,5.0,4.0,,1.0,1.0,6.0,,1,1.0,181.0,0,west,garden,7.0,0.0,0.0,1.0,1.0,,1,
 Kofarago utca,VIII,89,4,1057.0,5.0,,,2.0,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Kofarago utca 7.,VIII,89,4,1057.0,,4.0,,2.0,,5.0,,1,3.0,51.0,0,,street,0.0,,,,0.0,not allowed,,
 Nagymezo utca,VI,129,4,2433.0,,,,5.0,1.0,,,1,4.0,0.0,0,,panoramic,31.0,,,1.0,1.0,,,
 Hungaria korut,XIV,39,1,302.0,5.0,3.0,,1.0,,4.0,,0,4.0,0.0,0,,garden,0.0,,0.0,1.0,0.0,not allowed,,
 Lukacs Gyorgy utca,III,56,1,483.0,5.0,3.0,,8.0,1.0,10.0,1.0,0,3.0,91.0,0,,panoramic,2.0,0.0,0.0,1.0,0.0,not allowed,1,
 Szepvolgyi ut,II,160,5,1052.0,5.0,4.0,,,,,,1,1.0,0.0,0,,court,0.0,,,,,,0,
 Ferenc korut,IX,54,3,846.0,5.0,,,3.0,0.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Ipar utca,IX,45,2,582.0,5.0,,,1.0,1.0,,,0,4.0,0.0,0,,garden,0.0,,,1.0,0.0,,,
 Mohacs utca,XIII,27,1,378.0,4.0,,,,,,,0,3.0,0.0,0,,,0.0,,,1.0,,,,
 Rozsa utca,VII,37,1,423.0,5.0,2.0,,1.0,0.0,3.0,,0,4.0,0.0,0,,court,0.0,,0.0,1.0,,,0,
 Kiscelli utca,III,41,1,513.0,5.0,3.0,,0.0,1.0,5.0,1.0,0,3.0,91.0,0,,court,8.0,0.0,0.0,1.0,0.0,not allowed,0,
 Pusztaszeri ut,II,105,2,1375.0,5.0,4.0,,0.5,1.0,2.0,,1,4.0,0.0,0,,garden,20.0,,,1.0,0.0,,1,
 Andrassy ut 68.,VI,87,1,1058.0,6.0,,,0.0,1.0,,,1,4.0,0.0,0,,court,0.0,,,1.0,0.0,,0,
 Kulso-Terezvaros  Diplomatanegyed,VI,64,1,891.0,5.0,2.0,,2.0,0.0,4.0,2.0,0,4.0,0.0,0,north-west,court,0.0,0.0,0.0,,,,0,
 Nepszinhaz utca,VIII,71,2,664.0,5.0,4.0,,3.0,1.0,,,1,4.0,36.0,0,,street,5.0,,,1.0,0.0,not allowed,,
 Orczy ut,VIII,91,2,513.0,5.0,4.0,,4.0,1.0,4.0,,0,3.0,60.0,0,,street,0.0,0.0,,1.0,0.0,,0,
 Uromhegy,III,98,4,967.0,5.0,4.0,18,0.0,0.0,,1.0,0,1.0,0.0,1,south,panoramic,14.0,1.0,0.0,1.0,1.0,,1,
 Istvanmezei ut,XIV,51,1,604.0,4.0,3.0,,7.0,1.0,10.0,1.0,1,4.0,0.0,1,south,panoramic,15.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szondi utca,VI,150,4,2327.0,5.0,,,1.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,1.0,,,
 Ferenc korut 15.,IX,54,3,846.0,5.0,,,3.0,0.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Cserhat utca 22.,VII,48,2,476.0,4.0,,,5.0,1.0,6.0,1.0,0,3.0,91.0,0,,,0.0,,,1.0,1.0,not allowed,0,
 Jokai utca,VI,78,3,1269.0,6.0,3.0,,4.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Stollar Bela utca,V,78,2,967.0,5.0,4.0,,0.5,,,,1,4.0,0.0,0,,,0.0,,,1.0,,,,
 Becsi utca,V,45,2,740.0,5.0,,,1.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Rumbach Sebestyen utca,VII,65,2,582.0,5.0,,,3.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Hegedu utca,VI,60,2,952.0,5.0,3.0,,4.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Biro Laszlo Jozsef korut,XI,74,1,1359.0,5.0,,,1.0,1.0,,,1,,0.0,0,,garden,15.0,,,,,,,
 Biro Laszlo Jozsef korut,XI,78,3,1661.0,5.0,,,1.0,1.0,,,1,,0.0,0,,panoramic,30.0,,,,,,0,
 Biro Laszlo Jozsef korut,XI,38,1,755.0,5.0,,,1.0,1.0,5.0,,1,,0.0,0,,,9.0,,,,,,0,
 Andrassy ut,VI,125,2,1661.0,5.0,4.0,,3.0,1.0,3.0,,1,4.0,136.0,0,south-east,street,10.0,,,1.0,1.0,,0,
 Maria utca,VIII,30,1,635.0,5.0,,,1.0,1.0,,,1,4.0,0.0,0,,court,0.0,,,1.0,0.0,,,
 Filler utca,II,102,2,1057.0,5.0,3.0,,0.0,1.0,5.0,2.0,0,,0.0,0,south-west,street,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Karpat utca,XIII,51,2,559.0,,3.0,,8.0,1.0,,1.0,0,2.0,0.0,0,,panoramic,2.0,,,1.0,1.0,not allowed,1,
 Saletrom utca,VIII,74,2,604.0,5.0,2.0,,5.0,1.0,6.0,1.0,1,4.0,151.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Karpat utca,XIII,107,4,1904.0,6.0,4.0,,9.0,1.0,9.0,,1,1.0,0.0,1,,panoramic,40.0,,,1.0,,,1,
 Lechner Odon fasor,IX,74,2,816.0,5.0,5.0,,5.0,1.0,9.0,1.0,1,1.0,0.0,0,east,street,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Andrassy ut,VI,79,3,1005.0,,,,1.0,1.0,,,0,1.0,0.0,0,,street,0.0,,,1.0,,,,
 Danubius utca,XIII,46,2,649.0,,3.0,,5.0,1.0,9.0,,1,4.0,121.0,0,,panoramic,8.0,1.0,0.0,1.0,,,0,
 Lestyan utca 2.,III,55,2,513.0,5.0,3.0,,4.0,0.0,5.0,,0,4.0,106.0,0,,street,0.0,,,1.0,1.0,not allowed,1,
 Margit korut,II,92,3,1057.0,5.0,3.0,,1.0,1.0,4.0,2.0,1,3.0,0.0,0,,street,0.0,,0.0,1.0,,,0,
 Nagymezo utca,VI,100,3,1178.0,5.0,3.0,,4.0,1.0,5.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,1.0,,0,
 Szephalom utca,II,106,3,1359.0,5.0,4.0,,1.0,0.0,,1.0,1,3.0,0.0,0,,panoramic,28.0,,,1.0,,,0,
 Rozsa utca,VI,30,1,378.0,4.0,3.0,,0.0,,3.0,2.0,0,4.0,45.0,0,,court,0.0,,,1.0,1.0,,,
 Merleg utca,V,35,1,513.0,5.0,3.0,,2.0,1.0,4.0,2.0,0,4.0,60.0,0,,court,0.0,,,1.0,,,,
 Andrassy ut,VI,76,1,664.0,5.0,,,1.0,1.0,,,0,,0.0,0,,street,4.0,,,,,,,
 Karoly korut 3.,VII,35,1,332.0,4.0,,,4.0,1.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Vajdahunyad utca,VIII,30,1,438.0,5.0,3.0,14,1.0,1.0,5.0,1.0,1,4.0,27.0,1,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Uromhegy,III,108,4,1057.0,,4.0,18,2.0,0.0,,1.0,0,1.0,0.0,1,south,panoramic,17.0,1.0,0.0,1.0,1.0,,1,
 Szazados ut,VIII,64,3,544.0,5.0,3.0,,3.0,0.0,4.0,1.0,1,4.0,100.0,0,,,0.0,,,1.0,1.0,,0,
 Raday utca 18.,IX,80,1,582.0,,3.0,,0.5,1.0,3.0,,1,4.0,91.0,0,,street,0.0,,,1.0,,not allowed,,
 Kis Diofa utca,VII,80,3,755.0,5.0,4.0,,2.0,1.0,5.0,2.0,1,4.0,181.0,0,south-west,street,4.0,,,1.0,,,,
 Kun utca,VIII,55,2,483.0,4.0,,,3.0,1.0,,,0,4.0,151.0,0,,court,0.0,,,1.0,,,,
 Benczur utca,VI,87,2,846.0,5.0,3.0,,6.0,1.0,2.0,2.0,1,4.0,136.0,0,,garden,10.0,0.0,0.0,1.0,1.0,not allowed,0,
 Verecke ut,II,95,3,1205.0,5.0,4.0,,1.0,0.0,2.0,1.0,1,4.0,0.0,0,south,panoramic,10.0,,0.0,1.0,,,1,
 Chazar Andras utca,XIV,51,2,589.0,5.0,,,5.0,1.0,,1.0,0,,0.0,0,east,street,8.0,,0.0,,,,,
 Varfok utca,I,60,2,740.0,5.0,3.0,,0.0,1.0,,1.0,0,4.0,0.0,0,,court,0.0,0.0,,1.0,0.0,not allowed,0,
 Podmaniczky utca,VI,16,1,334.0,4.0,,,,0.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Fekete Istvan utca,II,62,2,574.0,5.0,3.0,,2.0,0.0,3.0,1.0,1,1.0,91.0,0,south,garden,6.0,,0.0,1.0,0.0,,0,
 Kulso-Terezvaros,VI,125,4,1586.0,,,,4.0,,,,1,4.0,0.0,0,,,0.0,,,,,,,
 Markovits Ivan utca 4.,I,103,3,755.0,5.0,3.0,,1.0,1.0,,,0,4.0,0.0,1,,street,0.0,,0.0,1.0,,,0,
 Kalaszi koz,III,107,4,1322.0,5.0,,,,0.0,,,1,4.0,0.0,0,,garden,0.0,,1.0,,0.0,,0,
 Szalay utca 2.,V,38,1,408.0,4.0,,,2.0,1.0,,,0,1.0,0.0,0,,panoramic,0.0,,,,,,,
 Madach Imre ter,VII,69,3,1269.0,5.0,,,6.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,1.0,,,
 Szondi utca,VI,31,1,362.0,5.0,3.0,,0.0,1.0,6.0,1.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagymezo utca,VI,70,2,582.0,5.0,,,4.0,1.0,,2.0,0,4.0,0.0,0,,street,5.0,,0.0,1.0,0.0,,,
 Zrinyi utca,V,113,3,2644.0,5.0,,,3.0,1.0,,,1,,0.0,0,,street,0.0,,,,0.0,,0,
 Nagymezo utca,VI,108,3,2010.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,0.0,0,,street,12.0,,,1.0,1.0,,,
 Vadasz utca,V,28,1,362.0,5.0,3.0,,2.0,,,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,,
 Harshegyi ut,II,146,4,1223.0,5.0,4.0,,2.0,1.0,4.0,1.0,1,4.0,0.0,0,south-west,panoramic,15.0,,,1.0,1.0,,1,
 Fogado utca 1B,X,63,3,604.0,6.0,,,3.0,1.0,,,0,2.0,0.0,0,,garden,0.0,,,1.0,0.0,,,
 Vihorlat utca,II,96,3,1205.0,5.0,5.0,,2.0,0.0,2.0,,1,4.0,0.0,0,south-west,panoramic,10.0,0.0,,1.0,1.0,not allowed,0,
 Sas utca,V,73,2,1586.0,5.0,3.0,19,1.0,0.0,5.0,2.0,1,4.0,39.0,0,west,street,3.0,0.0,,1.0,0.0,not allowed,0,
 Denever ut,XII,143,5,1691.0,5.0,4.0,,0.0,0.0,3.0,,0,1.0,0.0,0,south-east,panoramic,27.0,1.0,,1.0,,,0,
 Raday utca,IX,78,2,1117.0,5.0,5.0,,2.0,1.0,5.0,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,,,0,
 Podmaniczky utca,VI,76,3,683.0,4.0,,,3.0,1.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,,,
 Harmincad utca,V,165,3,2115.0,5.0,4.0,,1.0,0.0,2.0,2.0,1,4.0,0.0,0,,street,0.0,0.0,1.0,1.0,,,0,
 Andrassy ut,VI,95,3,1586.0,5.0,4.0,,1.0,1.0,,2.0,1,4.0,0.0,0,,street,0.0,0.0,,1.0,,,0,
 Maria utca,VIII,20,1,370.0,5.0,,,1.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Hidasz utca,II,85,3,1058.0,5.0,,,2.0,0.0,,,0,1.0,0.0,0,,garden,0.0,,,1.0,0.0,,1,
 Dessewffy utca,VI,65,3,725.0,5.0,3.0,,2.0,1.0,6.0,1.0,0,2.0,76.0,0,,garden,0.0,0.0,0.0,1.0,,not allowed,0,
 Dohany utca,VII,59,2,498.0,5.0,,,4.0,1.0,,,1,4.0,0.0,0,,court,0.0,,,1.0,0.0,,,
 Karpat utca,XIII,130,4,1904.0,6.0,,,9.0,1.0,,,1,2.0,0.0,0,,panoramic,0.0,,,1.0,0.0,,1,
 Ecseri ut,IX,27,1,317.0,4.0,3.0,,2.0,0.0,4.0,1.0,0,4.0,45.0,0,,garden,0.0,,,1.0,0.0,not allowed,,
 Szep Juhaszne ut,II,89,3,1256.0,5.0,4.0,,1.0,0.0,3.0,,1,1.0,91.0,0,south,panoramic,9.0,1.0,,1.0,0.0,,0,
 Lestyan utca,III,55,2,513.0,5.0,3.0,,2.0,0.0,4.0,1.0,0,4.0,91.0,0,south-east,,4.0,,,1.0,0.0,not allowed,1,
 Varosligeti fasor,VII,87,2,1428.0,5.0,5.0,,3.0,1.0,,2.0,1,4.0,211.0,0,,panoramic,4.0,,,1.0,,not allowed,0,
 Bem rakpart,I,60,3,1058.0,5.0,,,2.0,1.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,,,
 Aliz utca,XI,63,3,755.0,5.0,3.0,15,2.0,1.0,9.0,1.0,1,3.0,0.0,0,south-east,garden,12.0,,,1.0,0.0,,,
 Langliliom utca,III,76,2,755.0,5.0,3.0,,2.0,0.0,,1.0,0,1.0,0.0,0,south,garden,39.0,,1.0,0.0,0.0,not allowed,1,
 Dozsa Gyorgy ter,I,116,3,1208.0,5.0,3.0,,4.0,1.0,,2.0,0,3.0,0.0,0,,street,4.0,,,1.0,,,0,
 Kiraly utca,VII,80,2,846.0,5.0,3.0,,2.0,1.0,6.0,2.0,0,4.0,0.0,0,,street,0.0,,,1.0,,,0,
 Kiscsillag utca,III,43,2,498.0,5.0,3.0,,0.0,,3.0,1.0,0,3.0,60.0,1,,court,0.0,1.0,,1.0,0.0,not allowed,0,
 Erzsebet korut,VII,100,2,1226.0,5.0,4.0,,2.0,1.0,4.0,,1,4.0,91.0,0,,street,0.0,,,1.0,0.0,,,
 Lovag utca 8.,VI,95,3,1375.0,6.0,,,0.5,0.0,,,1,1.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Beethoven utca,XII,64,1,559.0,5.0,3.0,,0.0,0.0,3.0,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,,0,
 Levendula utca,XII,105,3,1510.0,5.0,4.0,,1.0,0.0,2.0,2.0,1,1.0,0.0,0,south-east,panoramic,11.0,,0.0,1.0,1.0,,1,
 Kazinczy utca,VII,67,2,634.0,5.0,3.0,,2.0,0.0,2.0,,1,4.0,76.0,0,,court,0.0,0.0,0.0,1.0,0.0,,0,
 Andrassy ut,VI,47,1,483.0,4.0,3.0,,3.0,1.0,3.0,,1,4.0,45.0,0,,street,0.0,0.0,0.0,1.0,0.0,,0,
 Verhalom,II,82,3,1269.0,5.0,4.0,,0.0,0.0,2.0,1.0,1,4.0,0.0,0,south-west,garden,10.0,1.0,,1.0,,,0,
 Bartok Bela ut,XI,60,2,510.0,5.0,,,0.0,,,2.0,0,4.0,45.0,0,south-east,court,0.0,,0.0,1.0,0.0,allowed,0,
 Miko utca,I,40,1,453.0,5.0,3.0,,3.0,1.0,,,0,1.0,30.0,0,,panoramic,4.0,0.0,,1.0,1.0,not allowed,,
 Gonczy Pal utca,IX,107,3,1178.0,5.0,5.0,,1.0,0.0,2.0,2.0,1,4.0,39.0,0,,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Damjanich utca,VII,48,1,438.0,5.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,106.0,0,east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kutvolgyi ut,XII,150,5,1420.0,5.0,4.0,,1.0,0.0,3.0,,1,1.0,66.0,0,south,panoramic,20.0,0.0,0.0,1.0,1.0,,0,
 Kutvolgyi ut,XII,71,2,604.0,4.0,3.0,,1.0,0.0,3.0,1.0,1,1.0,0.0,0,south-east,panoramic,12.0,0.0,0.0,1.0,,,0,
 Kun utca,VIII,50,1,483.0,5.0,3.0,,5.0,1.0,6.0,1.0,1,4.0,181.0,1,north-west,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kun utca,VIII,49,1,483.0,5.0,3.0,,5.0,1.0,6.0,1.0,1,4.0,181.0,1,west,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Veres Palne utca,V,102,3,1833.0,5.0,4.0,,3.0,1.0,4.0,,1,4.0,136.0,0,,street,0.0,,,1.0,0.0,,0,
 Szent Istvan korut,V,76,2,725.0,5.0,3.0,,3.0,1.0,5.0,2.0,1,4.0,0.0,1,west,street,4.0,,0.0,1.0,0.0,not allowed,,
 Fo utca,II,105,3,899.0,4.0,3.0,,2.0,,,2.0,1,1.0,0.0,0,east,street,0.0,0.0,,1.0,0.0,not allowed,,
 Dregely utca,IX,27,1,529.0,6.0,,,0.0,1.0,9.0,,1,4.0,30.0,1,,court,0.0,1.0,,1.0,0.0,,0,
 Terez korut,VI,115,3,1057.0,5.0,4.0,,2.0,1.0,3.0,2.0,1,4.0,121.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kosztolanyi Dezso ter,XI,34,1,393.0,5.0,3.0,,0.0,,,,0,4.0,0.0,0,,panoramic,0.0,,,1.0,,,,
 Filler lepcso 2.,II,87,3,906.0,4.0,3.0,,2.0,0.0,2.0,1.0,1,1.0,151.0,0,west,panoramic,12.0,0.0,0.0,1.0,1.0,not allowed,1,
 Uszodaru utca,XIII,48,2,695.0,5.0,2.0,,5.0,1.0,9.0,,1,4.0,45.0,1,,panoramic,8.0,0.0,,1.0,0.0,,0,
 Pava utca,IX,72,3,740.0,5.0,,,1.0,0.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Fenyves utca,II,60,2,816.0,5.0,3.0,,1.0,,,1.0,1,1.0,0.0,0,south,panoramic,8.0,,0.0,1.0,0.0,not allowed,0,
 Harmincad utca,V,100,4,2961.0,5.0,,,2.0,0.0,,,1,4.0,0.0,0,,street,0.0,,,,0.0,,,
 Asboth utca,VII,80,3,1269.0,5.0,5.0,,4.0,1.0,,,1,4.0,36.0,0,,street,0.0,,,,,,,
 Juhasz Gyula utca 8.,III,54,2,393.0,4.0,3.0,,7.0,1.0,10.0,1.0,0,4.0,106.0,0,east,panoramic,0.0,0.0,0.0,1.0,,,1,1.0
 Kun utca 4.,VIII,35,1,423.0,6.0,,,3.0,1.0,,,1,4.0,121.0,0,,court,0.0,,,1.0,,,,
 Falk Miksa utca,V,73,2,1058.0,5.0,3.0,,5.0,1.0,5.0,,1,4.0,0.0,0,south-west,panoramic,13.0,0.0,0.0,1.0,1.0,,0,
 Hollan Erno utca,XIII,95,3,1163.0,5.0,,,5.0,0.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Csengery utca,VI,107,4,2010.0,5.0,,,1.0,0.0,3.0,2.0,1,4.0,0.0,0,,street,0.0,,,1.0,,,,
 Petzval Jozsef utca,XI,62,2,664.0,4.0,,18,0.0,0.0,2.0,1.0,1,1.0,91.0,0,,court,8.0,,0.0,1.0,,,1,
 Izabella utca,VI,84,2,635.0,4.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,91.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Karoly korut,VII,115,3,1058.0,4.0,,,6.0,1.0,,,1,1.0,121.0,0,,panoramic,9.0,,,1.0,,,,
 Revay utca,VI,89,2,1269.0,5.0,,,3.0,1.0,,,1,4.0,112.0,0,,street,3.0,,,1.0,,,,
 Vorosmarty ter,V,165,3,1691.0,5.0,5.0,,2.0,0.0,2.0,1.0,1,4.0,121.0,0,,street,0.0,0.0,0.0,1.0,,,0,
 Rakoczi ut,VIII,52,2,604.0,5.0,3.0,,1.0,1.0,6.0,,1,4.0,91.0,1,south-west,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Lehel utca,XIII,35,1,393.0,5.0,3.0,,4.0,1.0,10.0,1.0,1,4.0,60.0,0,south-west,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,1.0
 Bastya utca,V,72,3,635.0,5.0,,,1.0,0.0,,,0,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Thaly Kalman utca,IX,41,1,664.0,6.0,,19,5.0,1.0,6.0,,1,4.0,106.0,0,,,9.0,,,1.0,,,0,
 Nador utca 17.,V,51,1,529.0,5.0,3.0,,1.0,1.0,,2.0,0,4.0,76.0,0,,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Petofi Sandor utca,V,55,2,529.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,3.0,91.0,0,,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
